mmsi,bandera,año_construccion,capacidad_dwt,longitud_m,calado_m
104059,Singapur,2008,135579,320.6882869859156,5.307927509585235
104060,Malta,1990,12668,157.10841746407266,5.869540929949094
104061,Liberia,2001,112854,215.33117535718043,7.029353221100341
104062,Singapur,2004,82119,140.58777051637497,10.83510868267304
104063,Grecia,2021,142175,132.75194892996754,10.59628761197616
104064,Panamá,2017,68411,379.4893026311612,6.774035235303304
104065,Grecia,2017,54724,299.3833607907416,15.567843793131116
104066,Malta,2022,51073,368.63427947393103,13.412272060736056
104067,Panamá,2016,109737,272.0631302407536,11.032499554668213
104068,Singapur,2012,72329,177.16615909288976,14.459555347651666
104069,Liberia,2022,117731,178.17790996037138,17.584440191249048
104070,Liberia,1998,44739,173.06215670275307,5.757931885931658
104071,Malta,2015,46055,194.70214499273993,17.929280077167963
104072,Malta,1990,87079,161.4917005314544,17.78463200248414
104073,Liberia,2016,34105,142.1527388498704,6.7628396454869355
104074,Malta,2013,106404,369.770232046056,16.699996971441156
104075,Panamá,2023,46771,272.2407440381177,14.496826005164339
104076,Grecia,2012,18799,165.86981252230444,7.701005174833837
104077,Panamá,2022,57032,271.72834286867266,15.477693586413409
104078,Grecia,2011,28154,174.09146566865834,6.7973046214775685
104079,Grecia,2007,33030,304.92826026800685,6.918216359468242
104080,Grecia,2011,37466,365.6891425869851,7.041117212039989
104081,Liberia,2001,130717,149.16553351664052,14.133081382586829
104082,Malta,1993,115191,265.38304792120954,5.244646479661401
104083,Malta,1995,104550,210.8200095898278,11.632153450945072
104084,Grecia,1991,67424,347.5838142002303,10.603686161374544
104085,Singapur,1999,77436,114.46920547690159,7.267469340067212
104086,Panamá,2012,22803,308.6559564662058,6.0574408110758355
104087,Liberia,2008,43090,293.4938963573489,9.60923265957205
104088,Malta,2013,92254,334.0466817798917,9.304513922858597
104089,Malta,2011,56571,265.4741846743312,17.65454356705491
104090,Singapur,2003,36473,233.5236818235781,7.547788912473019
104091,Liberia,2015,27021,176.3135518088542,11.412282988621579
104092,Grecia,2011,81622,363.5493507135857,11.375125985072218
104093,Panamá,2012,11546,368.0946074703058,11.369438590770066
104094,Singapur,1990,109923,249.26893950648613,17.329657253454595
104095,Singapur,2022,73253,371.9332942643012,9.763932591863771
104096,Liberia,2015,37601,112.08787225277642,6.141190239391657
104097,Grecia,2016,47989,352.7786869042654,6.055311422312423
104098,Grecia,2021,81401,341.713058696688,16.061330331524868
104099,Liberia,2013,13787,346.29381533057926,12.432836230745359
104100,Liberia,2001,84011,293.8564201974365,7.691404716666389
104101,Liberia,2001,97786,270.2678855582104,16.10892106374129
104102,Malta,1995,15034,350.005070272431,15.052746475347504
104103,Liberia,2021,13093,330.6024338467838,9.877751998789064
104104,Panamá,2013,95129,381.1084695336209,11.712142672643227
104105,Singapur,2016,103299,346.2132198985809,13.281052591910242
104106,Malta,1992,6858,199.37381169967108,8.005027443223543
104107,Panamá,2021,129634,145.3859903781196,13.409601076788945
104108,Panamá,2013,71584,147.69342281173516,12.86569377270575
104109,Singapur,1996,117651,357.1068442735063,9.911651982893614
104110,Liberia,2021,127132,321.26968168475867,12.85503271413896
104111,Panamá,2017,80561,395.6926569416522,8.812392794483998
104112,Grecia,1998,5622,368.2792382495229,12.370070194876167
104113,Panamá,1998,14179,377.61723973799127,12.525174211041646
104114,Grecia,1993,8308,304.6661272239454,17.78800195613346
104115,Malta,1992,109972,186.79040344977446,6.45727248249775
104116,Panamá,2018,138131,243.91525161322255,5.973395068044956
104117,Malta,1996,141437,109.50474948532398,8.75265243023258
104118,Liberia,1996,69030,292.3800115014301,8.9655931452488
104119,Liberia,1999,45791,169.89629791615084,17.55921808603204
104120,Liberia,1993,49972,377.12004196483,17.984360130345703
104121,Malta,2015,76199,203.12511549271554,14.362194792853217
104122,Singapur,1993,16175,244.6517306533946,6.83207500054063
104123,Malta,2014,147290,230.74377174253166,12.409579369299914
104124,Liberia,2002,90326,241.42594589916305,16.376327407750296
104125,Singapur,2014,70229,373.7710214776747,11.024825133851975
104126,Grecia,2016,55834,256.67738722062944,12.100472258866649
104127,Singapur,1991,37908,295.9966358307759,12.657738955545566
104128,Singapur,2016,6822,317.6074192509021,13.633181651829396
104129,Singapur,1991,49445,336.0945864278335,13.17411335821464
104130,Singapur,2003,132331,144.56866330960412,11.590563942955848
104131,Panamá,2023,98394,114.27939346235948,9.575361873302757
104132,Malta,2011,149751,200.6123607555267,9.895007645132305
104133,Panamá,2007,136355,128.8034766219,9.26916791202458
104134,Liberia,2007,99260,319.7561581599335,15.12234738723399
104135,Panamá,1995,107507,356.7281814217198,11.094249992438487
104136,Singapur,2003,125404,277.3047497126903,6.366542320584034
104137,Malta,1996,24034,202.66548277490074,8.696062289982887
104138,Panamá,2015,88113,190.40809979503496,7.449998133638237
104139,Singapur,2015,62068,254.79530436274973,6.102476730143158
104140,Panamá,2010,148901,362.65189505924985,9.05951111564392
104141,Panamá,2009,86642,146.52882689667496,5.504134505103018
104142,Singapur,1994,131624,339.3048525579413,9.585273724015568
104143,Malta,1991,90442,167.67721101237757,5.130375017485209
104144,Malta,2022,143103,166.13935923243776,13.036866179917912
104145,Panamá,2014,44757,155.84610050836977,9.550199045963803
104146,Liberia,2010,126920,145.19783395735044,5.0368937099709346
104147,Grecia,1999,34070,123.459785086232,15.584543317714688
104148,Grecia,1999,133495,366.6769664541165,6.192139069994797
104149,Grecia,2006,55907,132.54171763615795,10.36700749726832
104150,Grecia,2012,64934,170.85360276751678,5.1887257452847075
104151,Singapur,1997,145732,334.8977738451645,16.114330158774017
104152,Malta,1997,143057,125.88744073295726,8.398420494510807
104153,Panamá,2019,39510,156.75623371720081,14.309733471168158
104154,Malta,2015,40934,168.94419183831553,7.379656024121232
104155,Grecia,1994,87962,295.05757369336334,17.41793128233511
104156,Panamá,2001,9280,325.60937226207966,15.629298833180124
104157,Malta,2022,119715,303.2887298105771,5.746244227635138
104158,Panamá,2012,105059,252.85604030805337,6.2702386868353095
104159,Liberia,2016,56156,398.8761480037566,6.773853994257181
104160,Liberia,2004,135179,310.74457967635925,11.668825201629986
104161,Malta,2006,53821,182.47505903635653,17.244323935570982
104162,Grecia,2001,59009,357.3684014066137,12.710449193762834
104163,Panamá,2002,35457,261.6206983060643,8.325617437091573
104164,Malta,2022,17838,348.42619944467395,11.128191480803732
104165,Grecia,1991,83921,102.05847287794839,7.852034676427481
104166,Grecia,1999,52273,328.003395931923,17.303393790821595
104167,Singapur,2023,40330,280.9231850264143,16.731036608557645
104168,Liberia,2015,55738,322.4439043131956,17.412039451533733
104169,Grecia,1995,76375,316.0493847644124,17.65649603670402
104170,Panamá,2006,22381,142.84228908437805,6.4027370998587
104171,Panamá,2006,57765,345.22441342182873,17.42470856887553
104172,Liberia,2018,49441,106.6474793471299,13.036405846293258
104173,Liberia,2016,119880,236.74124488260284,8.624215170641403
104174,Grecia,1996,118679,176.56879596744184,11.451497267686104
104175,Singapur,2013,67667,275.76832477771916,6.118406005929083
104176,Liberia,2018,83340,322.5286436660978,8.515566575541062
104177,Liberia,1997,82271,374.6001784303256,13.558530039788042
104178,Panamá,1997,14930,124.78640818593382,8.636630343084873
104179,Liberia,2005,140193,274.5301062991243,9.342078949658836
104180,Panamá,1999,33052,206.53705236947658,13.969179972329176
104181,Grecia,1993,140532,176.10163778311787,9.157749547231491
104182,Panamá,2013,88800,124.60257307710447,5.390834230559016
104183,Malta,1991,144052,168.4550353472429,12.601433537450133
104184,Panamá,1996,9414,238.6363583165637,16.67937664129066
104185,Singapur,1992,117152,101.66612953893504,15.676336687144527
104186,Grecia,2008,91782,275.8295336214325,9.761037376916418
104187,Panamá,1998,19296,131.3236257186616,7.3365735743066445
104188,Liberia,2022,126106,272.56354673512413,6.761894902792121
104189,Malta,2018,54469,213.19042387878275,9.338057120969014
104190,Panamá,2019,98922,332.25191639737284,6.7636982026759895
104191,Grecia,2021,35045,231.5524297161076,13.429057375323998
104192,Malta,2008,73191,382.9744014360093,17.681415695917174
104193,Malta,1993,81564,197.81865905058189,5.841741792348248
104194,Liberia,2010,9502,262.9113651152434,9.752361057414536
104195,Liberia,2008,37919,319.61304985551175,17.849743743384302
104196,Grecia,2012,105532,165.59914917488163,5.272052205047019
104197,Malta,2020,87721,104.95381023241757,5.679797474628071
104198,Grecia,2001,139325,335.5515164829227,9.75166884903992
104199,Grecia,1992,119095,187.9602324220143,9.506245674107722
104200,Panamá,2009,15855,147.89643426747404,15.137656870081923
104201,Singapur,2015,122877,277.77560745027176,10.150295018908315
104202,Panamá,1995,82214,211.9018850256443,9.919334823679106
104203,Liberia,1998,134393,179.65434221574168,13.033593250276235
104204,Liberia,2023,34844,312.0995756103632,14.251964198389196
104205,Singapur,2014,76050,390.33954415444674,17.9803550086024
104206,Grecia,2017,5680,258.0649297507894,10.144549416840805
104207,Singapur,1998,88908,332.9020690147038,10.92482450644899
104208,Malta,2007,81013,352.4988082270076,6.029221617570062
104209,Malta,2017,72478,245.21778576358983,9.993752764750159
104210,Grecia,2001,33877,251.81909123184283,6.531521415338206
104211,Malta,2011,124060,315.4301331567999,12.893114355617373
104212,Singapur,2014,112008,377.5443003167109,13.502841178906454
104213,Grecia,2023,120775,344.9835996737113,16.188471237342448
104214,Panamá,2018,118758,334.6569368256008,6.323483464088609
104215,Grecia,1998,32955,332.67347302524865,10.249210731278804
104216,Malta,2018,131310,241.066963490351,11.490703638390503
104217,Grecia,1991,117032,358.20164969646964,13.413459642777127
104218,Singapur,2010,146918,207.41691049811584,17.671330909086002
104219,Panamá,2017,60443,282.34848284360686,5.53204457736209
104220,Panamá,1994,143912,141.13427381883346,15.202877087079944
104221,Panamá,2015,86819,295.0147468718443,6.439934563919551
104222,Panamá,1990,47221,325.0136250158992,10.767036865877435
104223,Liberia,2009,39451,223.23123323231817,9.41976101538423
104224,Grecia,2010,66701,253.7591490735386,15.290259511049404
104225,Malta,1991,81476,104.8336093433368,14.561720638801356
104226,Singapur,2002,6476,371.27982956551773,16.18132665600977
104227,Singapur,2017,119555,344.3277819959819,16.21199414187
104228,Singapur,2005,37914,320.10993846894934,9.679546900735186
104229,Malta,1991,142670,120.36641244594439,11.924199565271392
104230,Liberia,2006,63900,165.54915366671312,6.301791962109068
104231,Malta,1998,70368,396.7226124628499,10.390130122507491
104232,Singapur,1995,80456,237.80544024271316,13.322309719301773
104233,Grecia,1991,140929,363.1787691762665,17.35466545208238
104234,Panamá,2021,83581,303.3627624839795,9.194378968848852
104235,Singapur,2009,144686,343.03747022103346,16.344125327379246
104236,Malta,2010,15497,282.9551585932936,15.3552230027166
104237,Singapur,2013,15795,157.30746425137934,11.719418613000146
104238,Singapur,2021,49047,254.2714924393159,6.321630161252692
104239,Panamá,2004,48450,352.25775424094445,16.483512229110193
104240,Liberia,2011,23030,373.05775954317863,6.345936146378563
104241,Singapur,2005,123837,312.00964187564267,17.960054252591906
104242,Singapur,1993,31400,301.4507833275848,13.014700128686611
104243,Panamá,1997,21380,288.79499849111335,13.861119812637792
104244,Panamá,2022,82729,270.09189253593684,10.787726236492665
104245,Malta,2013,119069,367.0147056757161,8.76465895749838
104246,Malta,2003,38869,330.6983340266858,11.369180568027845
104247,Singapur,2013,18044,315.3797240985396,15.70147487131446
104248,Liberia,2005,114194,223.0797938802791,12.737105355208534
104249,Grecia,2019,110453,238.5690210580379,5.918705294658562
104250,Liberia,2012,143148,230.6278887031509,12.916220833890957
104251,Panamá,2004,131291,399.5477407713559,5.812398028662506
104252,Singapur,2011,143682,376.49117422896427,5.780178502782757
104253,Panamá,2007,97232,131.8871169724464,13.100568548336952
104254,Grecia,2002,148710,241.3452184152638,5.920734363450245
104255,Liberia,2009,14542,179.91877609196482,13.975818253170567
104256,Singapur,2023,24434,189.83923860765302,14.577332605626005
104257,Panamá,1993,114797,104.70724639577435,6.38878379675932
104258,Panamá,1993,7250,139.65449375737634,11.92598425020397
104259,Singapur,1998,78072,276.6209994194478,17.424887099469625
104260,Grecia,2001,81332,297.6674844709441,8.943504878661
104261,Singapur,2011,138311,386.3234393436618,8.583984731095763
104262,Singapur,2021,82279,347.59483319229383,10.768628240852811
104263,Singapur,2002,29071,175.23417991245825,15.660623021540115
104264,Panamá,1996,99199,259.86665073967396,13.566776214861136
104265,Liberia,2012,67642,158.88808119715938,10.789642737963517
104266,Liberia,2003,129606,239.67244107295565,13.496441063851938
104267,Liberia,2006,63402,330.31896551253664,13.942741224707369
104268,Liberia,1996,116304,328.1229212175666,5.089693984156262
104269,Liberia,2008,127355,331.60602973494684,11.725222857896577
104270,Liberia,1998,65805,162.16874948761574,6.325145486894786
104271,Malta,1992,60134,226.93406532744248,7.972351027162062
104272,Malta,2010,35639,311.1142372602451,16.069165200997418
104273,Panamá,2002,77150,131.23254833922115,13.862880520501811
104274,Singapur,2000,14956,200.43427489219712,11.179549683902104
104275,Malta,2012,125842,282.39155637854515,10.593492695648285
104276,Malta,2003,44042,254.09817073357934,8.790884126407986
104277,Panamá,2007,89847,121.89857056793913,10.506623841041085
104278,Liberia,1999,88045,314.82088507404404,7.04281669995412
104279,Liberia,2015,87787,212.45979872659981,12.26973454873229
104280,Singapur,1995,145975,380.1255769054462,10.93004237442127
104281,Liberia,2012,37689,182.5147449341247,16.015938116619694
104282,Malta,1994,128954,394.1656834086836,8.453639133720442
104283,Malta,2017,11829,363.2993552374052,17.894085083426372
104284,Malta,2001,6169,322.2219962847208,16.99794362760662
104285,Grecia,2000,145853,166.20311455666697,12.210445267466202
104286,Liberia,2014,123223,300.67707035967874,13.607164763698204
104287,Grecia,2021,39663,146.18726270381973,17.467960444838923
104288,Liberia,2018,129353,280.56992893887804,9.03895640772683
104289,Malta,1998,124958,309.23239388832275,5.468983259870442
104290,Singapur,2011,35336,199.2149367710248,8.498531593590505
104291,Singapur,2001,136649,398.2289773228233,6.058537556514939
104292,Singapur,1993,25110,126.21961996360086,15.181712299768648
104293,Grecia,1996,33131,280.39880948161397,8.681009216010066
104294,Grecia,2014,83000,316.26700774619394,6.726256574696135
104295,Panamá,1993,106553,143.14188338212807,17.709119648986647
104296,Liberia,2005,138927,369.9478716732265,5.3065654717403214
104297,Grecia,2022,8059,268.88283580133447,17.81086573252052
104298,Singapur,1994,66653,389.1358708716028,13.574772662827904
104299,Liberia,1993,78699,238.7258665245676,12.012146704435654
104300,Singapur,2018,125973,383.13938698116243,13.341031001197786
104301,Grecia,2008,15078,270.6526525153825,17.245106624966034
104302,Singapur,2023,64132,165.92001048821643,6.241028853842005
104303,Liberia,2005,44246,232.41492374721838,13.58381177960514
104304,Liberia,1991,124692,234.07526935449968,10.905898759533557
104305,Grecia,1998,146682,365.4418099349155,15.96201221789607
104306,Liberia,2022,28828,257.2514658957683,10.738694684685383
104307,Malta,2008,120129,344.0835060837679,10.349461807511151
104308,Malta,2018,87122,346.18671557755295,17.105933265394928
104309,Malta,2007,42292,252.24693619351157,15.37413113121811
104310,Malta,2003,51382,129.88894833836324,7.879069837786699
104311,Panamá,1996,5231,341.63617653285735,11.087966499220448
104312,Singapur,2001,88951,381.9810305018281,14.229552434190177
104313,Liberia,1997,109359,392.83982021136717,8.090460612694192
104314,Malta,2004,10730,178.3544693930562,14.419906761900174
104315,Malta,2004,128106,143.02712309038296,15.45514975291624
104316,Grecia,1997,14698,143.92045000042395,15.2790004559747
104317,Grecia,2009,105936,304.9231927134023,6.137759476601646
104318,Liberia,1992,102546,382.71358393974896,9.537773595805
104319,Panamá,2000,100614,124.78203288086591,17.866326863457417
104320,Singapur,2016,12326,238.66939970713148,14.703531598794173
104321,Panamá,2023,87410,314.50462650638184,15.381076701300222
104322,Grecia,2019,113973,342.69052173163954,13.9685497398755
104323,Liberia,2023,94079,237.07859733035352,16.355681635701195
104324,Malta,1991,68156,101.39516052910793,14.38005493106854
104325,Panamá,2010,66186,139.38028809554223,12.524078888301421
104326,Liberia,2012,124853,124.07084248618843,13.235903312325998
104327,Liberia,2004,32155,259.77294306792805,11.319301725572263
104328,Malta,1997,78788,315.16371695324864,6.759576744411396
104329,Panamá,2011,83388,323.36319953359265,7.916913635841835
104330,Malta,1996,137639,198.59463136428298,6.633809892834096
104331,Grecia,2011,65678,167.32355823170096,15.154156293836959
104332,Liberia,2015,128692,246.30714089279388,10.885046066167863
104333,Malta,1999,69732,249.01200850628663,10.005232858097743
104334,Malta,2005,149953,361.30685050064733,8.306099337032306
104335,Panamá,1990,52473,357.4355725832371,6.758772158384493
104336,Malta,2022,120404,149.98712145261058,10.517683961865899
104337,Malta,1993,80943,120.85591040297125,9.089231684478133
104338,Singapur,2013,12651,233.41931456910788,7.5834517898828855
104339,Grecia,2004,16585,274.87376070193386,8.153709766152756
104340,Grecia,1994,15380,380.7278776458278,16.331015237588463
104341,Malta,2017,114800,364.5572280639957,9.35505149604683
104342,Grecia,2014,6583,343.6877691589721,16.351821227671415
104343,Singapur,1998,67037,384.7305110395605,16.51418937556923
104344,Malta,1990,65787,311.0084586152362,12.896178719401687
104345,Panamá,2008,99956,147.9807877171414,16.508150464374975
104346,Liberia,2005,22544,366.1896186816764,16.99667420317503
104347,Singapur,2006,103429,309.9962309086265,7.908851346752487
104348,Grecia,1991,66055,330.53475573554607,15.992539178619682
104349,Liberia,2010,56568,265.1648890355349,17.56690073532849
104350,Grecia,2013,47537,345.37843969450716,11.755522239193557
104351,Liberia,1999,59015,129.78361722852893,16.427865837079942
104352,Liberia,1995,145999,310.52768255492714,12.986312966697561
104353,Liberia,2003,10272,230.06158843806094,15.803855381092761
104354,Singapur,2009,112791,158.14950212791967,7.890846822101453
104355,Malta,2004,24891,220.59110774451898,7.678547396509729
104356,Panamá,2007,17573,358.3586708697266,15.688309450976588
104357,Grecia,2018,19432,168.73909200421693,14.581935283847153
104358,Liberia,2005,110458,292.47901727422465,16.507310482040285
104359,Grecia,2005,80817,328.6722391190653,5.351468511590097
104360,Malta,1994,35928,198.5766448361749,13.088641176580348
104361,Liberia,2016,118517,179.4611754793174,10.717998921958005
104362,Grecia,2017,12946,307.2288999407328,9.405400943322176
104363,Liberia,2021,27598,126.55514201845143,16.12539588333028
104364,Malta,1995,23492,267.1071461043893,9.169531042044273
104365,Panamá,1990,6852,363.4121750451117,9.932941812412555
104366,Panamá,2000,12573,281.10436408921544,8.13661511892368
104367,Panamá,1997,21752,212.56276252276095,17.647599350966992
104368,Singapur,2010,104070,331.25701866892337,13.218458219448431
104369,Panamá,2003,118798,209.58780078051063,14.439503281396924
104370,Panamá,2014,108996,175.4299454253564,17.76379031859037
104371,Malta,2003,109303,126.33802123779022,12.157604196580078
104372,Grecia,2017,56704,360.5963633770661,11.140439445908987
104373,Liberia,2000,25152,292.71902448620614,11.151752647780189
104374,Malta,1998,75154,242.02964864752897,14.37831653626675
104375,Liberia,2008,27455,293.25796393560194,16.805956491043286
104376,Malta,2013,123701,148.37834271999267,15.082965703931826
104377,Singapur,2010,36966,108.04927766762147,11.82756274884368
104378,Liberia,2008,27318,341.5584841515136,8.42320964883289
104379,Singapur,2010,7665,371.0637877600034,15.903983463497854
104380,Panamá,2002,145295,130.12934428895758,15.791982606337521
104381,Liberia,2011,92704,227.65855127361536,7.880428028501409
104382,Malta,1991,16676,371.38717848387967,13.925503165155117
104383,Liberia,2009,37723,343.08916511552326,12.21258083591044
104384,Malta,1993,103013,220.9315873828989,7.8427179405427925
104385,Panamá,2022,90722,128.61350981670802,8.78939867497719
104386,Grecia,2020,97765,196.88163448421002,14.472019390076529
104387,Malta,2018,46861,343.7147265967826,17.352065132096794
104388,Liberia,1994,82949,170.87509416745948,13.432243394515398
104389,Panamá,1993,31793,379.181174790944,17.659410751839026
104390,Grecia,1992,46150,209.27430979856243,12.09219428197375
104391,Panamá,2023,32504,355.82242256332796,16.11032875433989
104392,Panamá,1995,88759,228.01536994711424,17.6645228069157
104393,Grecia,2021,50188,259.881854017351,5.379227962570549
104394,Singapur,2006,55622,338.8993850651468,5.551767215099797
104395,Malta,2015,84665,194.62996158796273,8.26863100915767
104396,Malta,2009,63687,103.27453317209864,8.673587343032032
104397,Panamá,2005,71400,152.21096391645074,12.230994198666629
104398,Grecia,1990,128363,212.69811143146228,11.501179049691777
104399,Panamá,2020,57740,386.696993670021,15.857216668245817
104400,Liberia,2017,32583,378.0887680227879,12.187028094514268
104401,Singapur,2015,95828,387.7933354536678,8.587458463145362
104402,Singapur,2020,107428,364.95661198116517,7.853351031698043
104403,Grecia,2021,34058,328.0952372223825,8.789613294464228
104404,Singapur,2011,10209,104.40463624565014,6.8312368787529545
104405,Grecia,1998,30448,232.4320750082445,12.889184370236048
104406,Malta,2014,123580,390.2122207091439,8.141544701003033
104407,Liberia,2002,10637,133.32948891283976,16.257798064941166
104408,Liberia,2019,86073,318.90813399113944,17.546070811930893
104409,Grecia,2019,101659,322.73153585192244,10.066737621951601
104410,Malta,2002,16160,164.32652503592487,17.089540369733594
104411,Malta,1992,73028,378.4939552431915,16.304654358481592
104412,Malta,2006,42418,164.37565632279134,11.719306886703011
104413,Malta,1990,119496,383.09152552741676,7.360222438556465
104414,Panamá,2000,33057,280.19033396601924,12.568909470507048
104415,Panamá,1993,104441,102.46509209559285,15.058100293030057
104416,Singapur,2002,53613,283.46222353006914,6.618007206962881
104417,Grecia,2010,124300,266.60547251880485,17.16597046852089
104418,Panamá,2021,145539,296.74741212790394,14.853917348167169
104419,Liberia,2015,93768,256.93818803829845,15.824289631092595
104420,Malta,1990,17125,278.3383120472905,12.383719268855693
104421,Grecia,2010,45052,277.6443976670007,8.168373053719318
104422,Liberia,2001,77779,348.69754242483845,5.393164580030616
104423,Grecia,1998,139501,298.31072723571634,11.072719776694434
104424,Grecia,1998,66592,182.6105401707053,6.042640323386299
104425,Grecia,2011,73344,114.64968676664196,7.390688530751329
104426,Malta,1992,144954,221.09009594441022,11.141140799538197
104427,Panamá,1991,36653,296.24528979339834,11.746586498862566
104428,Singapur,2021,81398,167.4339287720255,11.586647114517504
104429,Grecia,1999,115379,391.7543124721869,11.818059439860013
104430,Grecia,2017,119469,396.30937226439835,8.832271690716784
104431,Panamá,1993,148087,236.7296855945666,13.067098110208049
104432,Panamá,2000,9604,389.01855282667424,9.680558848981528
104433,Malta,2011,134948,323.2375493662533,11.216479569357153
104434,Liberia,2020,60029,296.8396985938346,8.987968045722276
104435,Malta,2021,45130,327.7558240963014,6.605925927364968
104436,Panamá,2023,6679,304.64583077469746,6.750454957377561
104437,Grecia,2000,77532,348.68538577919253,15.276462728745681
104438,Grecia,2006,16892,106.88975307575592,13.02959413513468
104439,Grecia,2009,70302,370.5152712586226,5.265181092249349
104440,Singapur,2002,41670,172.72930264380932,15.71196978163919
104441,Singapur,2014,83203,263.93828427024044,5.019397690993449
104442,Liberia,2020,111755,356.4135904525048,6.776151683789117
104443,Liberia,2005,12519,199.73011660579996,6.09320472910862
104444,Grecia,2010,95810,396.1493013767432,9.838796763480607
104445,Liberia,1999,5269,157.08208486435922,7.085475051371661
104446,Liberia,2022,88936,163.274796723827,8.823336080058631
104447,Grecia,2020,34463,251.97303533136088,7.4342179377338375
104448,Panamá,2004,95438,123.15715785444634,15.41318029864772
104449,Panamá,1998,71241,104.82339708223331,6.674027956817076
104450,Singapur,2001,34842,299.45988136380356,6.2350305928158685
104451,Singapur,2006,43798,237.9802355344945,8.356533441726354
104452,Malta,2012,60401,313.20868576383344,9.407615048892481
104453,Malta,2021,41318,386.66645025562747,9.730535213104812
104454,Panamá,1992,133197,382.9172275245531,5.379340035891085
104455,Singapur,2013,50427,324.45347465885135,10.143832798597899
104456,Liberia,2001,81940,229.42058309607387,8.437441069263244
104457,Panamá,2014,148713,236.63187879366615,12.21331730784449
104458,Singapur,1993,118313,238.53836733820458,7.787782406564375
104459,Singapur,2022,143415,357.45362826330324,14.877267865236199
104460,Grecia,1990,101499,344.93104368155224,14.429679549802598
104461,Malta,2022,126025,311.7261019535693,6.101286054990979
104462,Panamá,2009,77306,295.8403640654843,8.495678655099935
104463,Panamá,1997,51349,183.88481505617463,10.097863167954795
104464,Liberia,2009,13703,257.8392118441373,7.47005804864739
104465,Singapur,1993,50554,201.82954615988058,10.531443790079058
104466,Malta,2020,100541,273.2298294955503,15.043855121603345
104467,Malta,1992,87614,374.4912212152845,5.158607647945857
104468,Liberia,1997,118089,265.6216876246403,5.870709477120184
104469,Liberia,2006,26496,399.3102539830972,15.71639655108718
104470,Singapur,1996,43595,249.78038096137954,12.786283103259946
104471,Panamá,1999,122861,151.31471090303515,8.478095760309504
104472,Panamá,1996,62290,393.8524760009625,17.844331524024604
104473,Grecia,1993,129546,151.06486908323515,12.198084906958155
104474,Panamá,1990,21819,272.98822602091406,14.34512822907926
104475,Liberia,2013,143128,317.9405307070276,16.620530691445836
104476,Panamá,2010,17011,245.23379790526397,9.916109839147389
104477,Malta,1995,119333,112.79955219636685,5.995645780372723
104478,Singapur,2018,140925,288.775908254924,17.836409628772984
104479,Grecia,1991,85717,395.77691458928024,8.748900545340259
104480,Panamá,2008,30155,304.6715417967051,13.666445915560388
104481,Grecia,2001,9699,283.57282127203774,6.493619527791486
104482,Grecia,2006,112043,277.0560681885284,9.555684353781812
104483,Liberia,2015,21101,208.31745904905515,8.584334026012677
104484,Panamá,2010,68427,186.32167828972212,17.52370440719629
104485,Malta,2015,30910,318.7547456929803,6.324552636067006
104486,Singapur,2010,102718,187.7141709732679,5.23868231396671
104487,Panamá,2010,138262,373.81745442374825,12.76027420293058
104488,Liberia,2003,66872,157.9788481763267,10.939430576427295
104489,Panamá,2005,16168,392.1116818878996,11.294571835254924
104490,Liberia,2002,144598,231.59794979721468,10.535280843970238
104491,Liberia,1996,149559,128.57321344721188,5.3354369193079885
104492,Malta,2021,93050,111.76631144034462,8.250081242551541
104493,Liberia,1991,80748,349.3783017336082,16.256993256127956
104494,Grecia,1990,94301,255.20121590873853,14.444303438222443
104495,Malta,1997,73946,158.61548568467984,14.887804819102497
104496,Grecia,2019,149921,179.3330055491404,16.982676960598223
104497,Malta,2022,27507,129.40980397051726,9.67396626394146
104498,Singapur,2011,73419,177.3903161139104,8.819154756607938
104499,Malta,2016,82874,124.15877338804677,15.88682546958058
104500,Grecia,1997,115773,224.7328948128446,16.879360169706278
104501,Liberia,2011,43751,242.65612506222496,16.403714281915754
104502,Liberia,1996,42739,268.0606161470437,13.723165909505893
104503,Liberia,2020,136912,270.4698162987385,5.930734441603257
104504,Malta,2022,27316,190.37227556416008,7.944119016964436
104505,Malta,1996,131432,361.38025647465724,17.083148073456915
104506,Grecia,2004,93705,195.33245778033424,13.998179500703365
104507,Singapur,1993,137395,274.5841205707556,11.001537172586751
104508,Singapur,2000,101743,194.1558979114048,13.678860464066144
104509,Malta,2012,103145,348.2875725066629,16.677673668244363
104510,Panamá,1996,100334,399.3445640917647,14.264343433625289
104511,Malta,2017,17982,151.1890118299022,10.59464613853286
104512,Malta,1991,49409,386.4905833976357,17.52727609727384
104513,Singapur,2006,102897,121.32626378179206,14.214526508133611
104514,Singapur,2013,42138,341.52357875688483,15.384757931141987
104515,Grecia,2021,37641,382.9494368696836,7.029791238260357
104516,Panamá,1990,65064,295.35445193768925,13.295109920863654
104517,Liberia,2008,93685,198.11192720988666,15.77041649957168
104518,Singapur,2012,81704,158.3243258153577,13.156217508521218
104519,Panamá,2005,102219,345.8503519764072,6.062047963355832
104520,Panamá,2021,109254,129.36125389838807,5.9326223665399045
104521,Grecia,2007,117789,243.6324129556903,9.502564573055523
104522,Liberia,1997,59257,339.29152526526764,12.53048116019442
104523,Grecia,2010,79645,347.85631260317615,15.453673564652876
104524,Panamá,2001,87727,204.8911226091197,14.7240384205017
104525,Grecia,2019,77784,257.7958091447395,5.364879641629341
104526,Liberia,1995,18805,144.38158376821735,8.720139354353284
